ID,Source,Target,Path
2699,C0155764,C1704213,C0155764 -> C0042373 -> C0034065 -> C1704213 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0155764
2700,C0155764,C0034066,C0155764 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034066 -> C0178272 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0155764
2701,C0155764,C0042373,C0155764 -> C0042373 -> C0034065 -> C0013922 -> C0013924 -> C0155764
2702,C0155764,C0494584,C0155764 -> C0042373 -> C0034065 -> C0494584 -> C0524702 -> C0034065 -> C0013922 -> C0013924 -> C0155764
2703,C0155428,C0494554,C0155428 -> C0494554 -> C0271468 -> C0155428
2704,C0155428,C0271468,C0155428 -> C0271468 -> C0155428
2705,C0017854,C0041080,C0017854 -> C0041080 -> C0017854
2706,C0041080,C0017854,C0041080 -> C0017854 -> C0041080
2707,C0302280,C0494311,C0302280 -> C0494311 -> C0302280
2708,C0302637,C0180217,C0302637 -> C0180217 -> C0302637
2709,C0399424,C0518988,C0399424 -> C0518988 -> C0399424
2710,C0399424,C0031024,C0399424 -> C0031024 -> C0399424
2711,C0399424,C0000833,C0399424 -> C0000833 -> C0016397 -> C0399424
2712,C0399424,C0016397,C0399424 -> C0000833 -> C0016397 -> C0399424
2713,C0013418,C0152156,C0013418 -> C0152156 -> C0013418
2714,C2721775,C1384485,C2721775 -> C0011209 -> C0495279 -> C1384485 -> C0495279 -> C2721775
2715,C2721775,C0269694,C2721775 -> C0011209 -> C0495279 -> C0269694 -> C0011209 -> C0495279 -> C2721775
2716,C2721775,C0495279,C2721775 -> C0011209 -> C0495279 -> C2721775
2717,C2721775,C0011209,C2721775 -> C0011209 -> C0495279 -> C2721775
2718,C1510479,C0221759,C1510479 -> C0221759 -> C1510479
2719,C0022613,C0700541,C0022613 -> C0700541 -> C0022613
2720,C0700541,C0022613,C0700541 -> C0022613 -> C0700541
2721,C0042134,C0018948,C0042134 -> C0018948 -> C0042134
2722,C0494876,C0334008,C0494876 -> C0334008 -> C0494876
2723,C0919283,C0162448,C0919283 -> C0162448 -> C0017881 -> C0919283
2724,C0919283,C0017881,C0919283 -> C0162448 -> C0017881 -> C0919283
2725,C0370086,C0040900,C0370086 -> C0040900 -> C0370086
2726,C0040900,C0370086,C0040900 -> C0370086 -> C0040900
2727,C0038041,C2979888,C0038041 -> C2979888 -> C0034362 -> C0038041
2728,C0038041,C0034362,C0038041 -> C2979888 -> C0034362 -> C0038041
2729,C2979888,C0034362,C2979888 -> C0034362 -> C0038041 -> C2979888
2730,C2979888,C0038041,C2979888 -> C0034362 -> C0038041 -> C2979888
2731,C0340293,C0155626,C0340293 -> C0027051 -> C0155626 -> C0340293
2732,C0340293,C0027051,C0340293 -> C0027051 -> C0155626 -> C0340293
2733,C0180129,C0179892,C0180129 -> C0182952 -> C0179892 -> C0182952 -> C0180129
2734,C0180129,C0182548,C0180129 -> C0182952 -> C0182548 -> C0180129
2735,C0180129,C0182952,C0180129 -> C0182952 -> C0180129
2736,C0231687,C0234996,C0231687 -> C0234996 -> C0231687
2737,C0052413,C0104238,C0052413 -> C0104238 -> C0052413
2738,C0268671,C0679303,C0268671 -> C0349464 -> C0001940 -> C0679303 -> C0268671
2739,C0268671,C0349464,C0268671 -> C0349464 -> C0001940 -> C0679303 -> C0268671
2740,C0268671,C0001940,C0268671 -> C0349464 -> C0001940 -> C0679303 -> C0268671
2741,C0489984,C0349325,C0489984 -> C0023009 -> C0349325 -> C0489984
2742,C0489984,C0023009,C0489984 -> C0023009 -> C0349325 -> C0489984
2743,C0181061,C0181460,C0181061 -> C0181460 -> C0181061
2744,C0181061,C0183894,C0181061 -> C0181460 -> C0183894 -> C0181460 -> C0181061
2745,C0152027,C0752262,C0152027 -> C0030554 -> C0752262 -> C0152027
2746,C0152027,C0030554,C0152027 -> C0030554 -> C0152027
2747,C0152027,C0235046,C0152027 -> C0030554 -> C0235046 -> C0030554 -> C0152027
2748,C0597718,C0164414,C0597718 -> C0752253 -> C0164414 -> C1437978 -> C0597718
2749,C0597718,C1437978,C0597718 -> C0752253 -> C0164414 -> C1437978 -> C0597718
2750,C0597718,C0752253,C0597718 -> C0752253 -> C0164414 -> C1437978 -> C0597718
2751,C2004461,C0016807,C2004461 -> C0860183 -> C0016807 -> C2004461
2752,C2004461,C0860183,C2004461 -> C0860183 -> C0016807 -> C2004461
2753,C0043481,C0009968,C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794 -> C0043481
2754,C0043481,C0056301,C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794 -> C0043481
2755,C0043481,C0024706,C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794 -> C0043481
2756,C0043481,C0065649,C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794 -> C0043481
2757,C0043481,C0078794,C0043481 -> C0040577 -> C0078794 -> C0043481
2758,C0043481,C0040577,C0043481 -> C0040577 -> C0078794 -> C0043481
2759,C0042251,C0156383,C0042251 -> C0156383 -> C0042251
2760,C0497390,C0520556,C0497390 -> C0031925 -> C0520556 -> C0031925 -> C0497390
2761,C0497390,C0011599,C0497390 -> C0031925 -> C0011599 -> C0497390
2762,C0497390,C0031925,C0497390 -> C0031925 -> C0497390
2763,C0348393,C0376544,C0348393 -> C0376544 -> C0376545 -> C0348393
2764,C0348393,C0376545,C0348393 -> C0376544 -> C0376545 -> C0348393
2765,C0085932,C0595903,C0085932 -> C0037275 -> C0595903 -> C0085932
2766,C0085932,C0037275,C0085932 -> C0037275 -> C0595903 -> C0085932
2767,C0013143,C0391995,C0013143 -> C0391995 -> C0013143
2768,C0836924,C0040028,C0836924 -> C0040028 -> C0836924
2769,C0183534,C0179394,C0183534 -> C0179394 -> C0183534
2770,C0076080,C0876179,C0076080 -> C0876179 -> C0076080
2771,C0008683,C0016735,C0008683 -> C0016735 -> C0008683
2772,C0238421,C0451817,C0238421 -> C0451817 -> C0238421
2773,C0232459,C0348731,C0232459 -> C0013395 -> C0392176 -> C0348731 -> C0494741 -> C0017178 -> C0013395 -> C0232459
2774,C0232459,C0232487,C0232459 -> C0013395 -> C0232487 -> C0017178 -> C0013395 -> C0232459
2775,C0232459,C0156086,C0232459 -> C0013395 -> C0156086 -> C0017178 -> C0013395 -> C0232459
2776,C0232459,C0494741,C0232459 -> C0013395 -> C0494741 -> C0017178 -> C0013395 -> C0232459
2777,C0232459,C0000737,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0017178 -> C0013395 -> C0232459
2778,C0232459,C0426576,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0232459
2779,C0232459,C0232492,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C0013395 -> C0232459
2780,C0232459,C0235295,C0232459 -> C0013395 -> C0392176 -> C0235295 -> C0017178 -> C0013395 -> C0232459
2781,C0232459,C4082764,C0232459 -> C0017178 -> C4082764 -> C0017178 -> C0013395 -> C0232459
2782,C0232459,C0017178,C0232459 -> C0017178 -> C0013395 -> C0232459
2783,C0232459,C0559031,C0232459 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0232459
2784,C0232459,C0221490,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0017178 -> C0013395 -> C0232459
2785,C0232459,C0038354,C0232459 -> C0013395 -> C0392176 -> C0156084 -> C0038354 -> C0017178 -> C0013395 -> C0232459
2786,C0232459,C0392176,C0232459 -> C0013395 -> C0392176 -> C0232459
2787,C0232459,C0687713,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0017178 -> C0013395 -> C0232459
2788,C0232459,C0947624,C0232459 -> C0013395 -> C0392176 -> C0947624 -> C0017178 -> C0013395 -> C0232459
2789,C0232459,C0947625,C0232459 -> C0013395 -> C0392176 -> C0947625 -> C0017178 -> C0013395 -> C0232459
2790,C0232459,C0013395,C0232459 -> C0013395 -> C0232459
2791,C0232459,C0729555,C0232459 -> C0017178 -> C4082764 -> C0729555 -> C0017178 -> C0013395 -> C0232459
2792,C0232459,C0232493,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0232493 -> C0687713 -> C0017178 -> C0013395 -> C0232459
2793,C0232459,C0012242,C0232459 -> C0017178 -> C0012242 -> C0013395 -> C0232459
2794,C0232459,C0156084,C0232459 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0232459
2795,C0232459,C0476288,C0232459 -> C0013395 -> C0476288 -> C0012242 -> C0013395 -> C0232459
2796,C0232459,C0037089,C0232459 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0232459
2797,C0494574,C0020544,C0494574 -> C0848548 -> C0020544 -> C0494574
2798,C0494574,C0848548,C0494574 -> C0848548 -> C0020544 -> C0494574
2799,C0735411,C0030797,C0735411 -> C0559769 -> C0030797 -> C1281348 -> C0559769 -> C0735411
2800,C0735411,C0559769,C0735411 -> C0559769 -> C0735411
2801,C0735411,C1281348,C0735411 -> C0559769 -> C0030797 -> C1281348 -> C0559769 -> C0735411
2802,C0494345,C0154251,C0494345 -> C0154251 -> C0494345
2803,C0680523,C0023229,C0680523 -> C0023229 -> C0008869 -> C0680523
2804,C0680523,C0008869,C0680523 -> C0023229 -> C0008869 -> C0680523
2805,C0680523,C0020138,C0680523 -> C0023229 -> C0008869 -> C0020138 -> C0680523
2806,C0156543,C0000786,C0156543 -> C0000786 -> C0156543
2807,C0151699,C0553692,C0151699 -> C0494608 -> C2937358 -> C0553692 -> C0151699
2808,C0151699,C2937358,C0151699 -> C0494608 -> C2937358 -> C0553692 -> C0151699
2809,C0151699,C0494608,C0151699 -> C0494608 -> C2937358 -> C0553692 -> C0151699
2810,C0002880,C0477308,C0002880 -> C0477308 -> C0002880
2811,C0002888,C0002886,C0002888 -> C0002886 -> C0151482 -> C0002888
2812,C0002888,C0151482,C0002888 -> C0151482 -> C0002888
2813,C0002888,C0271937,C0002888 -> C0151482 -> C0241787 -> C0271937 -> C0151482 -> C0002888
2814,C0002888,C0241787,C0002888 -> C0151482 -> C0241787 -> C0271937 -> C0151482 -> C0002888
2815,C0042571,C0042594,C0042571 -> C0042594 -> C0042571
2816,C0078569,C0771200,C0078569 -> C0771200 -> C0078569
2817,C0020600,C0122922,C0020600 -> C0122922 -> C0020600
2818,C0154837,C0242852,C0154837 -> C0339467 -> C0242852 -> C0154837
2819,C0154837,C0339467,C0154837 -> C0339467 -> C0154837
2820,C0027415,C0242402,C0027415 -> C0376196 -> C0242402 -> C0027415
2821,C0027415,C0027409,C0027415 -> C0376196 -> C0027409 -> C0027415
2822,C0027415,C0376196,C0027415 -> C0376196 -> C0242402 -> C0027415
2823,C0266551,C0240063,C0266551 -> C0240063 -> C0266551
2824,C0266551,C0009363,C0266551 -> C0009363 -> C0266551
2825,C0730032,C0014013,C0730032 -> C0014013 -> C0730032
2826,C0730032,C0014009,C0730032 -> C0014009 -> C0730032
2827,C0234996,C0231687,C0234996 -> C0231687 -> C0234996
2828,C0055860,C0110038,C0055860 -> C0110038 -> C0055860
2829,C0213771,C1306772,C0213771 -> C1306772 -> C0213771
2830,C0495021,C0152089,C0495021 -> C0152089 -> C0495021
2831,C0729074,C0030830,C0729074 -> C0030830 -> C0030842 -> C0729074
2832,C0729074,C0030827,C0729074 -> C0030827 -> C0030842 -> C0729074
2833,C0729074,C0700462,C0729074 -> C0700462 -> C0030827 -> C0030842 -> C0729074
2834,C0729074,C0030829,C0729074 -> C0030829 -> C0030842 -> C0729074
2835,C0729074,C0037540,C0729074 -> C0037540 -> C0030842 -> C0729074
2836,C0729074,C0030842,C0729074 -> C0030827 -> C0030842 -> C0729074
2837,C0030830,C0030827,C0030830 -> C0030827 -> C0030842 -> C0729074 -> C0030830
2838,C0030830,C0700462,C0030830 -> C0030842 -> C0729074 -> C0700462 -> C0030827 -> C0030842 -> C0729074 -> C0030830
2839,C0030830,C0030829,C0030830 -> C0030842 -> C0729074 -> C0030829 -> C0030842 -> C0729074 -> C0030830
2840,C0030830,C0729074,C0030830 -> C0030842 -> C0729074 -> C0030830
2841,C0030830,C0037540,C0030830 -> C0030842 -> C0729074 -> C0037540 -> C0030842 -> C0729074 -> C0030830
2842,C0030830,C0030842,C0030830 -> C0030842 -> C0729074 -> C0030830
2843,C1749564,C1155346,C1749564 -> C1155346 -> C1749564
2844,C0816233,C0222149,C0816233 -> C0222149 -> C0816233
2845,C0559769,C0030797,C0559769 -> C0030797 -> C1281348 -> C0559769
2846,C0559769,C0735411,C0559769 -> C0735411 -> C0559769
2847,C0559769,C1281348,C0559769 -> C0030797 -> C1281348 -> C0559769
2848,C0947624,C0348731,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0348731 -> C0494741 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2849,C0947624,C0232487,C0947624 -> C0017178 -> C0013395 -> C0232487 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2850,C0947624,C0156086,C0947624 -> C0017178 -> C0013395 -> C0156086 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2851,C0947624,C0494741,C0947624 -> C0017178 -> C0013395 -> C0494741 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2852,C0947624,C0000737,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0947624
2853,C0947624,C0426576,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2854,C0947624,C0232492,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0947624
2855,C0947624,C0235295,C0947624 -> C0235295 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2856,C0947624,C4082764,C0947624 -> C0017178 -> C4082764 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2857,C0947624,C0017178,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2858,C0947624,C0559031,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2859,C0947624,C0221490,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0000737 -> C0947624
2860,C0947624,C0038354,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0038354 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2861,C0947624,C0392176,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2862,C0947624,C0687713,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0947624
2863,C0947624,C0947625,C0947624 -> C0947625 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2864,C0947624,C0232459,C0947624 -> C0017178 -> C0013395 -> C0232459 -> C0013395 -> C0392176 -> C0947624
2865,C0947624,C0013395,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2866,C0947624,C0729555,C0947624 -> C0017178 -> C4082764 -> C0729555 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2867,C0947624,C0232493,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0232493 -> C0000737 -> C0947624
2868,C0947624,C0012242,C0947624 -> C0017178 -> C0012242 -> C0013395 -> C0392176 -> C0947624
2869,C0947624,C0156084,C0947624 -> C0017178 -> C0013395 -> C0392176 -> C0156084 -> C0559031 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2870,C0947624,C0476288,C0947624 -> C0017178 -> C0013395 -> C0476288 -> C0012242 -> C0013395 -> C0392176 -> C0947624
2871,C0947624,C0037089,C0947624 -> C0017178 -> C0013395 -> C0221490 -> C0232492 -> C0687713 -> C0426576 -> C0037089 -> C0017178 -> C0013395 -> C0392176 -> C0947624
2872,C0858613,C0030353,C0858613 -> C0030353 -> C0858613
2873,C0006114,C1527311,C0006114 -> C1527311 -> C0006114
2874,C0149881,C0029191,C0149881 -> C0029191 -> C0149881
2875,C0149881,C0014534,C0149881 -> C0014534 -> C0149881
2876,C0016735,C0008683,C0016735 -> C0008683 -> C0016735
2877,C4721959,C2698199,C4721959 -> C2698199 -> C4721959
2878,C2698199,C4721959,C2698199 -> C4721959 -> C2698199
2879,C0524704,C0034413,C0524704 -> C0034413 -> C0524704
2880,C1565750,C1667080,C1565750 -> C1667080 -> C1565750
2881,C0379199,C0379200,C0379199 -> C0379200 -> C0379199
2882,C0053225,C0005058,C0053225 -> C0220795 -> C0005058 -> C0053225
2883,C0053225,C0220795,C0053225 -> C0220795 -> C0005058 -> C0053225
2884,C0682647,C0599408,C0682647 -> C0599408 -> C0682647
2885,C0275982,C0006818,C0275982 -> C0006818 -> C0275982
2886,C0006818,C0275982,C0006818 -> C0275982 -> C0006818
2887,C2353146,C3642459,C2353146 -> C3642459 -> C2353146
2888,C3642459,C2353146,C3642459 -> C2353146 -> C3642459
2889,C0036147,C0025556,C0036147 -> C0025556 -> C0036147
2890,C0022023,C0567415,C0022023 -> C0013878 -> C0567415 -> C0013878 -> C0022023
2891,C0022023,C0013878,C0022023 -> C0013878 -> C0022023
2892,C0022023,C0567416,C0022023 -> C0013878 -> C0567416 -> C0013878 -> C0022023
2893,C0348404,C0346040,C0348404 -> C0346040 -> C0348404
2894,C0022577,C0001309,C0022577 -> C0009773 -> C0001309 -> C0009766 -> C0022577
2895,C0022577,C0009773,C0022577 -> C0009773 -> C0009766 -> C0022577
2896,C0022577,C0009766,C0022577 -> C0009773 -> C0009766 -> C0022577
2897,C0009773,C0001309,C0009773 -> C0001309 -> C0009766 -> C0022577 -> C0009773
2898,C0009773,C0022577,C0009773 -> C0009766 -> C0022577 -> C0009773
2899,C0009773,C0009766,C0009773 -> C0009766 -> C0022577 -> C0009773
2900,C0349269,C0001973,C0349269 -> C0085762 -> C0001973 -> C0085762 -> C0013146 -> C0349269
2901,C0349269,C2919052,C0349269 -> C0085762 -> C0001973 -> C2919052 -> C0038580 -> C0013146 -> C0349269
2902,C0349269,C1510472,C0349269 -> C0085762 -> C0013146 -> C1510472 -> C0013146 -> C0349269
2903,C0349269,C0394996,C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0394996 -> C0001969 -> C0497318 -> C0085762 -> C0013146 -> C0349269
2904,C0349269,C0013146,C0349269 -> C0085762 -> C0013146 -> C0349269
2905,C0349269,C0001969,C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0497318 -> C0085762 -> C0013146 -> C0349269
2906,C0349269,C0085762,C0349269 -> C0085762 -> C0013146 -> C0349269
2907,C0349269,C0349097,C0349269 -> C0085762 -> C0349097 -> C0013146 -> C0349269
2908,C0349269,C0497318,C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0497318 -> C0085762 -> C0013146 -> C0349269
2909,C0349269,C0038580,C0349269 -> C0085762 -> C0001973 -> C2919052 -> C0038580 -> C0013146 -> C0349269
2910,C0259800,C0015403,C0259800 -> C0015403 -> C0259800
2911,C0259800,C0014236,C0259800 -> C0014236 -> C0259800
2912,C0152545,C0348961,C0152545 -> C0348961 -> C0152545
2913,C0038868,C4551862,C0038868 -> C4551862 -> C0038868
2914,C3251816,C0162872,C3251816 -> C0162872 -> C3251816
2915,C0684301,C0220806,C0684301 -> C0220806 -> C0684301
2916,C0024302,C0019829,C0024302 -> C0019829 -> C0302329 -> C0024302
2917,C0024302,C0302329,C0024302 -> C0024299 -> C0302329 -> C0024302
2918,C0024302,C0024299,C0024302 -> C0024299 -> C0302329 -> C0024302
2919,C0024302,C0024305,C0024302 -> C0024305 -> C0019829 -> C0302329 -> C0024302
2920,C0024302,C0079744,C0024302 -> C0079744 -> C0019829 -> C0302329 -> C0024302
2921,C0024302,C0334621,C0024302 -> C0024299 -> C0334621 -> C3714542 -> C0024299 -> C0302329 -> C0024302
2922,C0024302,C0079731,C0024302 -> C0079731 -> C0019829 -> C0302329 -> C0024302
2923,C0024302,C3714542,C0024302 -> C0024299 -> C0334621 -> C3714542 -> C0024299 -> C0302329 -> C0024302
2924,C0271126,C0154926,C0271126 -> C0154926 -> C0271126
2925,C0349204,C0033975,C0349204 -> C0033975 -> C0349204
2926,C0006104,C0678908,C0006104 -> C0678908 -> C0006104
2927,C0976919,C0938972,C0976919 -> C0938972 -> C0976919
2928,C0494797,C0015695,C0494797 -> C0015695 -> C0494797
2929,C0005767,C0018957,C0005767 -> C0018957 -> C0005767
2930,C0564434,C2004490,C0564434 -> C2004490 -> C0564434
2931,C0238394,C0495579,C0238394 -> C0495579 -> C0238394
2932,C0495579,C0238394,C0495579 -> C0238394 -> C0495579
2933,C0026976,C0494470,C0026976 -> C0494470 -> C0270627 -> C0026976
2934,C0026976,C0270627,C0026976 -> C0494470 -> C0270627 -> C0026976
2935,C0494470,C0026976,C0494470 -> C0270627 -> C0026976 -> C0494470
2936,C0494470,C0270627,C0494470 -> C0270627 -> C0026976 -> C0494470
2937,C0546884,C0011175,C0546884 -> C0011175 -> C0546884
2938,C0152171,C0020542,C0152171 -> C0020542 -> C0152171
2939,C0203315,C0373335,C0203315 -> C0373335 -> C0203465 -> C0203315
2940,C0203315,C0203465,C0203315 -> C0373335 -> C0203465 -> C0203315
2941,C0036690,C0243026,C0036690 -> C0243026 -> C0036690
2942,C0019322,C0267704,C0019322 -> C0267704 -> C0019322
2943,C0022336,C0236641,C0022336 -> C0236641 -> C0022336
2944,C0349210,C0338831,C0349210 -> C0024713 -> C0349208 -> C0338831 -> C0349208 -> C0024713 -> C0349210
2945,C0349210,C0024713,C0349210 -> C0024713 -> C0349210
2946,C0349210,C0349208,C0349210 -> C0024713 -> C0349208 -> C0024713 -> C0349210
2947,C0033979,C0282327,C0033979 -> C0282327 -> C0033979
2948,C0494460,C0702141,C0494460 -> C0702141 -> C0494460
2949,C0349097,C0001973,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0001973 -> C0085762 -> C0349097
2950,C0349097,C2919052,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0001973 -> C2919052 -> C0038580 -> C0013146 -> C0349269 -> C0085762 -> C0349097
2951,C0349097,C1510472,C0349097 -> C0013146 -> C1510472 -> C0013146 -> C0349269 -> C0085762 -> C0349097
2952,C0349097,C0394996,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0394996 -> C0001969 -> C0497318 -> C0085762 -> C0349097
2953,C0349097,C0013146,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0349097
2954,C0349097,C0001969,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0497318 -> C0085762 -> C0349097
2955,C0349097,C0085762,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0349097
2956,C0349097,C0497318,C0349097 -> C0013146 -> C0349269 -> C0085762 -> C0001973 -> C0001969 -> C0497318 -> C0085762 -> C0349097
